Store,MCC,Type,Timestamp,Processing Time (s)
Zenyum,7392,"Management, Consulting, and Public Relations Services",2024-10-31 16:20:02,4.93
Burpple,5734,Computer Software Stores,2024-10-31 16:20:08,6.1
Ministry Of Manpower,9399,Government Services not Elsewhere Classified,2024-10-31 16:20:13,4.46
Crowne Plaza Changi Airport,5812,Eating Places and Restaurants,2024-10-31 16:20:17,4.7
Action City,5945,"Hobby, Toy, and Game Shops",2024-10-31 16:20:24,6.39
"Holiday Inn Singapore Orchard City Centre, An Ihg Hotel",7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 16:20:29,5.19
Omnidesk,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:20:34,5.45
Seasonal Tastes,5812,Eating Places and Restaurants,2024-10-31 16:20:39,4.94
Omote,5812,Eating Places and Restaurants,2024-10-31 16:20:45,5.81
Prima Deli,5462,Bakeries,2024-10-31 16:20:53,7.58
Capitol Kempinski,5812,Eating Places and Restaurants,2024-10-31 16:20:58,5.31
Eeva Medical Aesthetic Clinic,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 16:21:03,5.16
Lotte Mart,5310,Discount Stores,2024-10-31 16:21:12,8.79
Teamviewer,5734,Computer Software Stores,2024-10-31 16:21:17,4.83
Tempura Makino,5812,Eating Places and Restaurants,2024-10-31 16:21:22,5.44
Inland Revenue Authority Of Singapore,9311,Tax Payments,2024-10-31 16:21:27,4.96
Pure Yoga,7941,"Commercial Sports, Athletic Fields, Professional Sports Clubs, and Sport Promoters",2024-10-31 16:21:33,5.73
Monti,5812,Eating Places and Restaurants,2024-10-31 16:21:38,5.03
Crowne Plaza Hotels,3750,Crowne Plaza Hotels,2024-10-31 16:21:43,5.48
Ministry Of Education,9399,Government Services not Elsewhere Classified,2024-10-31 16:21:49,5.6
Resorts World Cruises,4411,Cruise and Steamship Lines,2024-10-31 16:21:54,5.15
Gucci,5691,Men’s and Women’s Clothing Stores,2024-10-31 16:22:03,8.32
Beard Papa,5814,Fast Food Restaurants,2024-10-31 16:22:08,5.37
Yakiniku-Go - Jem,5812,Eating Places and Restaurants,2024-10-31 16:22:13,5.16
Fairmont Singapore,3590,Fairmont Hotels,2024-10-31 16:22:18,4.86
Prego,3590,Fairmont Hotels,2024-10-31 16:22:24,6.18
Tangs Market,5814,Fast Food Restaurants,2024-10-31 16:22:29,4.74
Tori-Q Eastpoint Mall,5814,Fast Food Restaurants,2024-10-31 16:22:34,5.29
Giordano,5691,Men’s and Women’s Clothing Stores,2024-10-31 16:22:39,5.31
Mummys Market,5641,Children’s and Infant’s Wear Stores,2024-10-31 16:22:45,5.85
Prada,5691,Men’s and Women’s Clothing Stores,2024-10-31 16:22:50,5.17
Five Oars Coffee Roasters,5812,Eating Places and Restaurants,2024-10-31 16:22:55,4.66
Sa Tours,4722,Travel Agencies and Tour Operations,2024-10-31 16:22:59,4.19
Common Man Coffee Roasters,5812,Eating Places and Restaurants,2024-10-31 16:23:04,4.5
Paradise Classic,5812,Eating Places and Restaurants,2024-10-31 16:23:08,4.47
Marquee,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:23:13,4.33
Kiwi.Com,4722,Travel Agencies and Tour Operations,2024-10-31 16:23:18,5.59
Prime Video,4899,"Cable, Satellite and Other Pay Television/radio/streaming Services",2024-10-31 16:23:26,8.21
Whoosh,4789,Transportation Services - Not Elsewhere Classified,2024-10-31 16:23:31,4.85
Brands,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 16:23:36,4.8
Chemist Warehouse,5912,Drug Stores and Pharmacies,2024-10-31 16:23:41,4.63
Ivisa,7299,Miscellaneous Personal Services not Elsewhere Classified,2024-10-31 16:23:47,5.89
Paula'S Choice,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:23:53,6.04
Hot Spa,7297,Massage Parlors,2024-10-31 16:23:58,4.85
Greenlife Dental Clinic,8021,Dentists and Orthodontists,2024-10-31 16:24:03,5.34
Tan Yu Fish Shop,5812,Eating Places and Restaurants,2024-10-31 16:24:08,4.97
Air Canada,3009,Air Canada,2024-10-31 16:24:13,5.47
Ng Teng Fong General Hospital,8062,Hospitals,2024-10-31 16:24:18,4.69
Windflower Florist,5992,Florists,2024-10-31 16:24:23,4.67
Keong Saik Bakery,5812,Eating Places and Restaurants,2024-10-31 16:24:28,4.98
Fullerton Health Onsite,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 16:24:33,5.1
Creamier,5812,Eating Places and Restaurants,2024-10-31 16:24:38,4.77
Lee Hwa,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 16:24:42,4.9
Eye Care Clinic Pte Ltd,8042,Optometrists and Ophthalmologists,2024-10-31 16:24:47,4.73
Plain Vanilla Bakery,5462,Bakeries,2024-10-31 16:24:53,6.25
Brotzeit,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:24:58,4.33
Love & Co.,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 16:25:02,4.38
Swissotel,3634,Swissotel,2024-10-31 16:25:07,4.81
Bath & Body Works,5977,Cosmetic Stores,2024-10-31 16:25:13,5.82
Pulse Tcm,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 16:25:24,10.9
Itacho Sushi,5812,Eating Places and Restaurants,2024-10-31 16:25:30,5.9
Suki-Yakin,5812,Eating Places and Restaurants,2024-10-31 16:25:35,5.62
Tokyo Shokudo,5812,Eating Places and Restaurants,2024-10-31 16:25:41,5.77
Asian Market Cafe,5812,Eating Places and Restaurants,2024-10-31 16:25:48,7.3
Comfort Design (Furniture),5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 16:25:53,4.96
Climb Central,7941,"Commercial Sports, Athletic Fields, Professional Sports Clubs, and Sport Promoters",2024-10-31 16:25:58,4.7
Jasons Marketplace,5411,"Grocery Stores, Supermarkets",2024-10-31 16:26:02,4.23
Kim Choo,5812,Eating Places and Restaurants,2024-10-31 16:26:10,7.72
Pocha,5812,Eating Places and Restaurants,2024-10-31 16:26:17,7.64
Jigger & Pony,5812,Eating Places and Restaurants,2024-10-31 16:26:29,11.86
Vipshop Singapore Pte. Ltd.,5977,Cosmetic Stores,2024-10-31 16:26:40,10.71
Seoul Garden,5812,Eating Places and Restaurants,2024-10-31 16:26:52,11.86
Kiztopia,7996,"Amusement Parks, Carnivals, Circuses, Fortune Tellers",2024-10-31 16:27:00,8.21
Chiropractic First,8041,Chiropractors,2024-10-31 16:27:07,6.8
Air New Zealand,3025,Air New Zealand,2024-10-31 16:27:17,10.13
Tenderfresh,5814,Fast Food Restaurants,2024-10-31 16:27:26,9.06
The Providore,5812,Eating Places and Restaurants,2024-10-31 16:27:33,6.9
Nutrition Kitchen,5734,Computer Software Stores,2024-10-31 16:27:38,4.77
Tun Xiang Hokkien Delights,5814,Fast Food Restaurants,2024-10-31 16:27:43,5.18
Casa,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 16:27:49,5.61
Old Seng Choong,5814,Fast Food Restaurants,2024-10-31 16:27:58,9.62
Pupsik Studio,5641,Children’s and Infant’s Wear Stores,2024-10-31 16:28:05,6.64
Club 21,5651,Family Clothing Stores,2024-10-31 16:28:10,5.0
Ritz-Carlton,3710,The Ritz Carlton Hotels,2024-10-31 16:28:15,5.39
Huber'S Butchery,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 16:28:26,10.14
Park Royal,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 16:28:38,12.05
Qantas,3012,Quantas,2024-10-31 16:28:44,6.42
A&W,5814,Fast Food Restaurants,2024-10-31 16:28:50,5.75
Fedex,5271,Mobile Home Dealers,2024-10-31 16:28:55,5.37
Trivago,4722,Travel Agencies and Tour Operations,2024-10-31 16:29:00,4.96
Aureus Academy,5733,"Music Stores, Musical Instruments, Piano Sheet Music",2024-10-31 16:29:05,4.89
Tanuki Raw,5812,Eating Places and Restaurants,2024-10-31 16:29:13,8.14
Triumph,5621,Women’s Ready-to-wear Stores,2024-10-31 16:29:20,6.98
Bakalaki Greek Taverna,5812,Eating Places and Restaurants,2024-10-31 16:29:25,4.65
Hilton International,3535,Hilton International,2024-10-31 16:29:30,4.87
Texas Chicken,5814,Fast Food Restaurants,2024-10-31 16:29:34,4.72
Nuskin,5977,Cosmetic Stores,2024-10-31 16:29:39,4.81
Qantas Airlines,3012,Quantas,2024-10-31 16:29:44,4.49
Secret Lab,5732,Electronics Sale,2024-10-31 16:29:48,4.56
The Planet Traveller,5948,Luggage and Leather Goods Shops,2024-10-31 16:29:55,6.57
Smart,763 ,Agricultural Co-operatives,2024-10-31 16:30:00,4.75
Cfa Expenses,8299,Schools and Educational Services not Elsewhere Classified,2024-10-31 16:30:05,5.02
Acid Bar,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:30:10,5.5
The Cocoa Trees,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 16:30:20,9.7
Universal Studio Japan,7922,"Theatrical Producers except Motion Pictures, Ticket Agencies",2024-10-31 16:30:26,5.76
Hbo,4899,"Cable, Satellite and Other Pay Television/radio/streaming Services",2024-10-31 16:30:31,5.34
Sol Luminaire,5200,Home Supply Warehouse Stores,2024-10-31 16:30:35,4.42
Sunday Bedding,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 16:30:39,3.84
J Laser And Aesthetics,8011,Doctors and Physicians not Elsewhere Classified,2024-10-31 16:30:44,4.31
Spectacle Hut,8044,Optical Goods and Eyeglasses,2024-10-31 16:30:49,4.99
Pacific Light,4900,"Electric, Gas, Sanitary and Water Utilities",2024-10-31 16:30:53,4.54
Summer Pavillion,5812,Eating Places and Restaurants,2024-10-31 16:30:58,4.43
Cat &Amp; The Fiddle,5462,Bakeries,2024-10-31 16:31:03,5.37
Itea,5814,Fast Food Restaurants,2024-10-31 16:31:07,4.47
Tempur,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 16:31:12,4.49
Luxury Escapes,4722,Travel Agencies and Tour Operations,2024-10-31 16:31:16,4.4
Kopi &Amp; Tarts,5814,Fast Food Restaurants,2024-10-31 16:31:21,4.36
Love And Bravery,5631,Women’s Accessory and Specialty Shops,2024-10-31 16:31:24,3.79
Taka Jewellery,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 16:31:29,4.28
Kayak,4722,Travel Agencies and Tour Operations,2024-10-31 16:31:33,4.71
Westin Hotels,3513,Westin Hotels,2024-10-31 16:31:38,4.62
Sk Gold,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 16:31:42,4.36
Aeon,5311,Department Stores,2024-10-31 16:31:47,4.51
Farrer Park Hospital,8062,Hospitals,2024-10-31 16:31:52,4.65
Laderach,5441,"Candy, Nut, and Confectionery Stores",2024-10-31 16:31:56,4.39
Silver Bullion Sg,5094,"Precious Stones and Metals, Watches and Jewelry",2024-10-31 16:32:01,4.62
Coach Outlet,5631,Women’s Accessory and Specialty Shops,2024-10-31 16:32:04,3.79
Chinatown Tai Chong Kok Confectionery Hue Kee,5734,Computer Software Stores,2024-10-31 16:32:09,4.2
Browhaus Wheelock,7230,Barber and Beauty Shops,2024-10-31 16:32:13,4.44
Baker & Cook,5812,Eating Places and Restaurants,2024-10-31 16:32:18,4.63
Yves Saint Laurent,5699,Miscellaneous Apparel and Accessory Shops,2024-10-31 16:32:23,4.94
Conrad Singapore Orchard,3598,Hilton Conrad,2024-10-31 16:32:27,4.43
Hello Bicycle!,5940,Bicycle Shops – Sales and Service,2024-10-31 16:32:31,4.45
St. Regis Hotel,3745,St. Regis Hotel,2024-10-31 16:32:36,4.53
Lufthansa,3008,Lufthansa,2024-10-31 16:32:40,4.45
Icloud,5818,Digital Goods — Multi-category,2024-10-31 16:32:44,3.68
Iora,5621,Women’s Ready-to-wear Stores,2024-10-31 16:32:49,4.62
U Stars Supermarket,5411,"Grocery Stores, Supermarkets",2024-10-31 16:32:53,4.44
Gift,5947,"Card Shops, Gift, Novelty, and Souvenir Shops",2024-10-31 16:32:58,4.32
Sealy Sleep Boutique-Imm,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 16:33:02,4.75
Jean Yip Beauty,7230,Barber and Beauty Shops,2024-10-31 16:33:07,4.43
Holiday Inn,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 16:33:11,4.73
Beyond The Vines,5691,Men’s and Women’s Clothing Stores,2024-10-31 16:33:16,4.28
Viagogo,7922,"Theatrical Producers except Motion Pictures, Ticket Agencies",2024-10-31 16:33:20,3.95
Sam,9399,Government Services not Elsewhere Classified,2024-10-31 16:33:24,4.62
Canopy,5812,Eating Places and Restaurants,2024-10-31 16:33:29,4.55
Omnivore,5812,Eating Places and Restaurants,2024-10-31 16:33:33,4.37
Hai Tien Lo,5812,Eating Places and Restaurants,2024-10-31 16:33:37,4.18
Gongcha,5814,Fast Food Restaurants,2024-10-31 16:33:42,4.72
Andaz Singapore,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 16:33:46,4.13
Rimowa,5948,Luggage and Leather Goods Shops,2024-10-31 16:33:53,6.44
Ryanair,3246,Ryanair,2024-10-31 16:33:57,4.02
Victorias Secret,5948,Luggage and Leather Goods Shops,2024-10-31 16:34:01,4.23
Air India,3020,Air India,2024-10-31 16:34:05,3.87
City Hot Pot,5812,Eating Places and Restaurants,2024-10-31 16:34:09,3.88
Night Safari(Moto),7999,Recreation Services not Elsewhere Classified,2024-10-31 16:34:13,4.11
Wildseed Cafe,5812,Eating Places and Restaurants,2024-10-31 16:34:17,4.08
Imperial Treasure Super Peking Duck,5812,Eating Places and Restaurants,2024-10-31 16:34:22,5.51
Starlux Airlines,4511,"Airlines, Air Carriers",2024-10-31 16:34:26,3.98
Kinohimitsu,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:34:30,3.95
The Coconut Club,5812,Eating Places and Restaurants,2024-10-31 16:34:34,3.73
Shien,5621,Women’s Ready-to-wear Stores,2024-10-31 16:34:38,4.07
Johan Paris,5462,Bakeries,2024-10-31 16:34:42,3.93
The North Face,5691,Men’s and Women’s Clothing Stores,2024-10-31 16:34:46,3.99
Borneo Motors,5511,"Car and Truck Dealers new and Used Sales, Service, Repairs, Parts, and Leasing",2024-10-31 16:34:50,3.99
Europcar,3381,Europ Car,2024-10-31 16:34:54,3.73
Jean Yip Hairdressing,7230,Barber and Beauty Shops,2024-10-31 16:34:58,4.03
Philips,5732,Electronics Sale,2024-10-31 16:35:02,3.96
Scoop Wholefoods-Rc,5411,"Grocery Stores, Supermarkets",2024-10-31 16:35:06,4.02
Ecco,5661,Shoe Stores,2024-10-31 16:35:09,3.66
Jinjja Chicken,5814,Fast Food Restaurants,2024-10-31 16:35:13,3.87
Fraser Shopping Center,5311,Department Stores,2024-10-31 16:35:18,4.41
Acj Women'S Clinic,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 16:35:22,4.38
Akemi,5719,Miscellaneous Home Furnishing Specialty Stores,2024-10-31 16:35:26,4.36
Standard Chartered,6012,Financial Institutions – Merchandise and Services,2024-10-31 16:35:31,4.42
Prive,5812,Eating Places and Restaurants,2024-10-31 16:35:36,4.85
Novita,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:35:39,3.64
Dream Cruises,4411,Cruise and Steamship Lines,2024-10-31 16:35:43,4.04
Ticketcity,7922,"Theatrical Producers except Motion Pictures, Ticket Agencies",2024-10-31 16:35:48,4.27
Hewlett Packard (Hp),5045,"Computers, Computer Peripheral Equipment, Not Elsewhere Classified",2024-10-31 16:35:52,4.61
Rise,5812,Eating Places and Restaurants,2024-10-31 16:35:57,4.55
Deutsche Bahn,4131,"Bus Lines, Including Charters, Tour Buses",2024-10-31 16:36:01,4.31
Carl'S Jr,5814,Fast Food Restaurants,2024-10-31 16:36:05,4.3
Prohealth In Touch Physiotherapy,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 16:36:10,4.2
Strawberrynet,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:36:14,4.31
Off Duty Pilates,8299,Schools and Educational Services not Elsewhere Classified,2024-10-31 16:36:18,3.95
Mcafee,5817,Digital Goods — Software Applications excluding games,2024-10-31 16:36:22,4.23
Tipsy Bird Gastrobar,5812,Eating Places and Restaurants,2024-10-31 16:36:26,4.16
Xnap,5814,Fast Food Restaurants,2024-10-31 16:36:31,4.33
Patpat,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:36:35,3.9
Yue Hwa Chinese Products,5311,Department Stores,2024-10-31 16:36:39,4.15
Peppermint,5812,Eating Places and Restaurants,2024-10-31 16:36:43,4.09
Conrad Hotels,3721,Hilton Conrad,2024-10-31 16:36:47,3.97
Ginger,5812,Eating Places and Restaurants,2024-10-31 16:36:51,4.0
Cabcharge Asia,7399,"Business Services, Not Elsewhere Classified",2024-10-31 16:36:55,3.86
Pororo Park,7999,Recreation Services not Elsewhere Classified,2024-10-31 16:36:58,3.7
The Daily Cut,5814,Fast Food Restaurants,2024-10-31 16:37:03,4.47
Bee Choo Origin,5977,Cosmetic Stores,2024-10-31 16:37:07,3.95
Movefree Physiotherapy,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 16:37:11,3.96
City Osteopathy Physiotherapy,8031,Osteopaths,2024-10-31 16:37:14,3.67
Singapore American School,8299,Schools and Educational Services not Elsewhere Classified,2024-10-31 16:37:18,3.86
The Editors Market,5691,Men’s and Women’s Clothing Stores,2024-10-31 16:37:23,5.04
Tiffany & Co,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 16:37:27,3.99
Shi Li Fang,5812,Eating Places and Restaurants,2024-10-31 16:37:31,4.16
Sph Changi City Point,8043,"Opticians, Opticians Goods and Eyeglasses",2024-10-31 16:37:35,3.96
Aviva Insurance,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 16:37:39,3.8
Mala Mala,5812,Eating Places and Restaurants,2024-10-31 16:37:43,3.99
Budget Rent-A-Car,3366,Budget Rent-a-car,2024-10-31 16:37:47,3.96
Yamaha Music,5733,"Music Stores, Musical Instruments, Piano Sheet Music",2024-10-31 16:37:51,3.96
Barcook,5462,Bakeries,2024-10-31 16:37:55,4.14
Straits Times (Subscription),4814,"Fax Services, Telecommunication Services",2024-10-31 16:37:59,3.93
Amazonia Singapore,7929,"Bands, Orchestras, and Miscellaneous Entertainers not Elsewhere Classified",2024-10-31 16:38:03,4.08
Q&M Medical,8011,Doctors and Physicians not Elsewhere Classified,2024-10-31 16:38:07,4.23
Kaligo,5699,Miscellaneous Apparel and Accessory Shops,2024-10-31 16:38:13,5.06
Kopifellas,5814,Fast Food Restaurants,2024-10-31 16:38:17,3.98
Tuas Power,4900,"Electric, Gas, Sanitary and Water Utilities",2024-10-31 16:38:21,4.35
L'Occitane,5977,Cosmetic Stores,2024-10-31 16:38:25,4.26
Ruhens,5722,Household Appliance Stores,2024-10-31 16:38:29,3.74
Sendhelper,7349,"Cleaning and Maintenance, Janitorial Services",2024-10-31 16:38:33,4.43
Remote,7399,"Business Services, Not Elsewhere Classified",2024-10-31 16:38:38,4.4
Sasa,5977,Cosmetic Stores,2024-10-31 16:38:43,4.91
Qiji,5814,Fast Food Restaurants,2024-10-31 16:38:47,4.32
Maxi,8999,Professional Services not Elsewhere Defined,2024-10-31 16:38:52,5.14
Lufthansa Miles & More Points Purchase,7399,"Business Services, Not Elsewhere Classified",2024-10-31 16:38:56,4.27
Flixbus,4131,"Bus Lines, Including Charters, Tour Buses",2024-10-31 16:39:01,4.36
Transport For Nsw,4111,"Local/suburban Commuter Passenger Transportation – Railroads, Ferries, Local Water Transportation",2024-10-31 16:39:04,3.75
Lifestyle Mart,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:39:09,4.25
Curious Creatures,5631,Women’s Accessory and Specialty Shops,2024-10-31 16:39:13,4.37
Eatz,5811,Caterers,2024-10-31 16:39:18,4.44
Salon One,7230,Barber and Beauty Shops,2024-10-31 16:39:22,4.36
Selffix,5200,Home Supply Warehouse Stores,2024-10-31 16:39:26,4.28
Grub,5812,Eating Places and Restaurants,2024-10-31 16:39:31,4.52
Sheraton,3503,Sheraton Hotels,2024-10-31 16:39:35,3.9
Singapore Police Force,9399,Government Services not Elsewhere Classified,2024-10-31 16:39:39,4.24
Coucou Hotpot‧Brew Tea @Suntec City,5814,Fast Food Restaurants,2024-10-31 16:39:43,4.54
Yayoi,5812,Eating Places and Restaurants,2024-10-31 16:39:48,4.53
Noa Home,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 16:39:53,4.61
Bobo Vending Machine,5814,Fast Food Restaurants,2024-10-31 16:39:57,4.53
Cheap Tickets,4722,Travel Agencies and Tour Operations,2024-10-31 16:40:01,4.43
Gold Heart,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 16:40:06,4.36
The Face Shop,5977,Cosmetic Stores,2024-10-31 16:40:10,3.97
Axa Travel Insurance,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 16:40:14,3.88
Allianz,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 16:40:18,4.32
Renthero,6513,Real Estate Agents and Managers,2024-10-31 16:40:22,4.28
Hopscotch(29Rooms),5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:40:26,4.08
Hotel Mercure,3579,Hotel Mercure,2024-10-31 16:40:31,4.15
Ensoul,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 16:40:34,3.79
Fwd International Health Insurance,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 16:40:38,4.14
Google Wallet,5812,Eating Places and Restaurants,2024-10-31 16:40:42,3.99
Cash Studio,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:40:46,3.99
Tamoya Udon,5812,Eating Places and Restaurants,2024-10-31 16:40:50,3.96
Watches Of Switzerland,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 16:40:54,3.97
Trust Bank (Ios),6012,Financial Institutions – Merchandise and Services,2024-10-31 16:40:59,4.19
Playdress,5734,Computer Software Stores,2024-10-31 16:41:03,4.14
Ana Hana Flower,5734,Computer Software Stores,2024-10-31 16:41:07,4.0
Hotel Indigo,3813,Hotel Indigo,2024-10-31 16:41:11,4.29
Flight Network,4722,Travel Agencies and Tour Operations,2024-10-31 16:41:15,4.0
The Closet Lover,5621,Women’s Ready-to-wear Stores,2024-10-31 16:41:19,3.78
Art Friend,5970,Artist’s Supply and Craft Shops,2024-10-31 16:41:23,4.23
Peach Blossoms - Parkroyal Collection Marina Bay,5812,Eating Places and Restaurants,2024-10-31 16:41:27,4.26
Rive Gauche Patisserie,5462,Bakeries,2024-10-31 16:41:32,4.46
The Physio Movement,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 16:41:36,3.99
Henri Charpentier,5812,Eating Places and Restaurants,2024-10-31 16:41:40,3.93
Family Mart,5411,"Grocery Stores, Supermarkets",2024-10-31 16:41:44,4.1
Tap,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:41:48,4.14
Honolulu Cafe,5812,Eating Places and Restaurants,2024-10-31 16:41:53,5.07
Baskin Robbins,5812,Eating Places and Restaurants,2024-10-31 16:41:57,4.2
We Cinema,7832,Motion Picture Theaters,2024-10-31 16:42:02,4.53
Tonkatsu Enbiton,5812,Eating Places and Restaurants,2024-10-31 16:42:06,4.51
American Airlines,3001,American Airlines,2024-10-31 16:42:11,4.37
Sofitel Hotels,3641,Sofitel Hotels,2024-10-31 16:42:15,4.04
Sncf,4112,Passenger Railways,2024-10-31 16:42:19,4.03
Pizza Maru,5812,Eating Places and Restaurants,2024-10-31 16:42:24,5.29
Culina,5921,"Package Stores – Beer, Wine, and Liquor",2024-10-31 16:42:28,4.5
Commune,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 16:42:33,4.87
Dash,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 16:42:38,4.41
My Dream Wedding,7299,Miscellaneous Personal Services not Elsewhere Classified,2024-10-31 16:42:42,4.4
Pazzion,5661,Shoe Stores,2024-10-31 16:42:47,4.64
Fresh Beauty Co,5977,Cosmetic Stores,2024-10-31 16:42:51,4.44
Car Lite,4789,Transportation Services - Not Elsewhere Classified,2024-10-31 16:42:55,4.32
Expressvpn,5734,Computer Software Stores,2024-10-31 16:42:59,3.82
Wish,8999,Professional Services not Elsewhere Defined,2024-10-31 16:43:04,4.52
Switch+,4812,Telecommunications Equipment Including Telephone Sales,2024-10-31 16:43:08,4.47
King Living,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 16:43:13,4.3
Lifespa,7230,Barber and Beauty Shops,2024-10-31 16:43:17,4.32
Makisan,5812,Eating Places and Restaurants,2024-10-31 16:43:23,5.92
Eu Automobile Pl,5511,"Car and Truck Dealers new and Used Sales, Service, Repairs, Parts, and Leasing",2024-10-31 16:43:27,4.31
Jollibean,5814,Fast Food Restaurants,2024-10-31 16:43:31,4.08
The Skin Specialist,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 16:43:35,3.99
Udders,5812,Eating Places and Restaurants,2024-10-31 16:43:39,3.73
Permata,7999,Recreation Services not Elsewhere Classified,2024-10-31 16:43:43,4.4
Shine Korea,5411,"Grocery Stores, Supermarkets",2024-10-31 16:43:47,3.99
Alaska Airlines,3256,Alaska Airlines,2024-10-31 16:43:52,5.13
Sweetest Moments Pte Ltd,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 16:43:57,4.14
Pets Station,5995,"Pet Shops, Pet Foods, and Supplies Stores",2024-10-31 16:44:01,4.15
Uber Eats,5812,Eating Places and Restaurants,2024-10-31 16:44:05,3.97
Avianca Miles Purchase,7399,"Business Services, Not Elsewhere Classified",2024-10-31 16:44:09,4.11
Abc Cooking Studio,8299,Schools and Educational Services not Elsewhere Classified,2024-10-31 16:44:13,4.15
Timbre,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:44:17,4.0
Swiss International Air Lines,3015,Swiss Air,2024-10-31 16:44:23,6.01
Times,5942,Book Stores,2024-10-31 16:44:27,4.13
Sri Murugan,5411,"Grocery Stores, Supermarkets",2024-10-31 16:44:31,4.21
Matchaya,5814,Fast Food Restaurants,2024-10-31 16:44:35,4.03
Empress @ Acm,5812,Eating Places and Restaurants,2024-10-31 16:44:39,4.05
Limited Edt,5661,Shoe Stores,2024-10-31 16:44:44,4.13
Gogoprintsg,2741,Miscellaneous Publishing and Printing,2024-10-31 16:44:48,4.45
R&B Tea,5814,Fast Food Restaurants,2024-10-31 16:44:53,5.06
Tokio Marine,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 16:44:57,4.14
Lovisa,5631,Women’s Accessory and Specialty Shops,2024-10-31 16:45:02,4.82
Tsujiri,5812,Eating Places and Restaurants,2024-10-31 16:45:06,4.18
Nobu,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:45:10,4.19
Penang Culture,5812,Eating Places and Restaurants,2024-10-31 16:45:15,4.09
Micro Bakery,5411,"Grocery Stores, Supermarkets",2024-10-31 16:45:19,4.24
